coating_thickness_um,coating_uniformity_cv,coating_areal_mass,coating_defect_density,calendering_density,calendering_porosity,calendering_force,slitting_edge_burr,slitting_width_accuracy,assembly_winding_tension,assembly_weld_strength,assembly_initial_resistance,fill_electrolyte_volume,fill_seal_pressure,failed_qc
76.57,1.587,21.79,0.58,3.467,30.2,6104.8,2.77,0.0168,15.12,186.1,11.49,14.941,118.7,0
76.54,2.25,21.88,0.49,3.366,29.97,5863.2,1.24,0.0053,14.71,181.0,14.34,15.006,118.6,1
76.1,1.159,22.38,0.56,3.475,31.95,6060.0,2.67,0.0083,15.06,172.8,12.78,14.898,116.6,0
78.51,1.072,22.39,0.46,3.593,30.86,6161.5,6.76,0.0215,15.28,183.1,16.66,15.143,119.9,1
80.35,1.394,22.78,0.29,3.501,29.52,5963.1,1.36,0.0225,14.26,183.0,12.09,14.918,119.7,0
79.36,2.156,21.84,3.05,3.356,31.15,6064.2,2.23,0.0048,14.92,146.9,11.72,15.088,119.3,1
77.48,1.226,22.39,0.25,3.51,30.91,6016.1,3.27,0.0088,15.3,175.7,11.17,15.065,121.5,0
75.68,0.98,21.97,0.24,3.492,30.0,5923.4,1.69,0.0038,14.63,184.7,15.22,15.603,122.5,1
79.53,1.483,21.71,0.6,3.407,29.89,5903.0,1.71,0.0056,14.47,182.6,12.7,15.167,123.8,0
77.72,0.565,21.78,0.22,3.635,30.19,5910.2,2.81,0.0122,15.64,183.8,12.5,14.858,122.0,0
78.11,1.094,22.32,0.58,3.476,31.15,6142.6,2.66,0.0024,14.84,183.8,12.15,15.126,118.5,0
75.04,2.071,21.86,1.87,3.466,29.59,6077.3,2.43,0.0002,14.83,177.1,11.45,14.588,122.8,1
80.0,1.231,22.19,0.23,3.5,30.66,5982.4,1.46,0.0041,14.64,182.5,10.87,14.933,122.8,0
78.75,2.784,21.39,0.39,3.588,29.09,6078.6,7.13,0.0035,16.04,179.7,11.15,14.493,118.8,1
79.24,1.475,22.3,0.14,3.52,30.31,6040.5,1.63,0.0386,14.93,174.5,11.46,15.054,114.3,0
78.02,0.903,21.62,0.26,3.501,30.75,5980.5,2.14,0.0009,15.46,184.0,11.34,15.18,117.4,0
78.94,0.706,22.32,0.24,3.528,31.2,6208.3,2.5,0.0119,15.07,175.4,11.39,15.017,123.0,0
80.29,1.805,21.26,0.92,3.507,30.96,5809.6,2.85,0.024,14.04,185.7,11.67,15.02,116.7,0
76.1,0.592,21.97,0.65,3.563,29.84,6032.8,1.63,0.0159,15.54,183.3,12.38,14.857,120.9,1
80.17,0.538,21.43,0.06,3.507,31.04,5815.5,1.58,0.0106,15.2,178.2,12.03,15.078,120.6,0
79.44,0.864,22.11,0.54,3.564,28.9,6127.9,6.96,0.0227,15.52,156.0,11.09,15.002,120.3,1
75.76,0.734,22.1,0.22,3.479,28.94,5822.9,2.62,0.004,15.74,187.9,11.12,14.88,119.0,0
79.06,2.237,22.32,0.53,3.505,29.95,5822.7,7.34,0.0044,14.47,152.8,12.04,15.602,118.9,1
76.57,1.118,22.17,0.35,3.474,30.36,6007.5,1.84,0.0039,14.94,177.0,11.17,14.88,122.4,0
78.66,0.688,21.82,0.39,3.526,29.93,6121.8,2.21,0.0077,14.77,192.9,11.57,15.045,120.6,0
78.19,0.775,21.78,0.36,3.515,27.95,6099.1,1.2,0.0191,14.84,172.9,11.51,15.252,117.7,0
79.35,1.244,22.41,0.69,3.509,29.92,6042.7,2.5,0.0369,15.13,189.4,12.07,15.096,113.4,0
78.57,0.543,21.91,0.32,3.525,29.48,5872.4,2.34,0.0069,15.28,178.2,11.41,14.896,120.0,0
79.25,3.315,21.41,2.49,3.348,28.61,5956.8,6.28,0.0152,14.82,176.9,11.42,14.954,122.8,1
75.09,1.135,22.44,0.32,3.477,31.62,5917.1,1.52,0.017,14.91,183.9,12.25,14.896,121.8,0
79.6,0.568,22.38,0.43,3.452,31.21,6162.6,1.79,0.0186,15.34,179.5,11.89,14.689,121.2,0
82.44,0.732,22.03,0.12,3.392,29.43,5946.0,2.05,0.0309,14.59,173.7,13.57,14.861,119.3,1
71.63,2.418,22.13,2.25,3.496,28.3,6094.1,1.46,0.0067,14.87,178.6,12.42,15.63,116.1,1
78.47,0.973,22.77,0.65,3.555,29.56,5939.9,1.24,0.0508,14.57,184.6,10.86,15.047,122.9,0
78.0,0.345,22.09,0.0,3.498,28.68,5774.7,2.66,0.0183,14.66,183.9,11.6,14.934,118.4,0
76.88,1.011,21.61,0.58,3.503,29.79,6006.2,1.77,0.0045,14.36,178.2,11.99,15.126,120.4,0
75.49,0.964,21.73,0.39,3.539,30.9,5868.2,2.21,0.0235,14.73,181.2,11.53,14.948,120.4,0
77.9,0.428,22.49,0.83,3.481,30.84,5971.6,1.71,0.0192,15.64,182.6,12.22,14.732,125.5,0
77.2,0.736,22.01,0.72,3.426,31.55,6085.7,1.93,0.0107,14.26,180.7,11.32,14.984,117.7,0
77.87,1.022,21.78,0.23,3.584,29.05,6032.7,2.34,0.0033,15.0,183.6,12.06,14.947,119.9,0
71.66,2.407,22.29,0.4,3.506,28.1,5941.3,1.68,0.024,14.6,143.6,12.44,14.925,115.7,1
79.05,1.567,22.16,0.11,3.522,29.26,6026.8,2.14,0.004,14.48,181.1,11.49,14.927,119.4,0
76.82,0.729,21.63,0.56,3.519,30.26,5953.4,2.75,0.0007,15.25,183.2,11.76,15.062,115.4,0
78.39,1.307,21.85,0.37,3.564,29.88,6150.1,2.07,0.0179,14.71,181.3,11.74,14.87,120.4,0
84.67,1.419,22.24,0.57,3.694,29.54,6018.7,5.84,0.0377,15.2,186.5,11.51,15.727,124.7,1
82.33,1.087,22.55,0.04,3.558,30.32,5906.5,2.6,0.0039,15.45,147.8,11.97,15.376,124.1,1
79.17,1.186,21.49,0.31,3.479,31.59,6042.7,2.14,0.0143,14.85,181.1,11.03,14.903,122.0,0
73.39,2.396,21.82,0.02,3.456,29.82,6037.3,6.28,0.0203,15.46,180.4,15.31,14.971,122.6,1
76.17,2.849,22.16,2.66,3.329,30.15,6136.3,1.48,0.0148,15.06,150.7,11.86,14.954,119.3,1
73.63,1.073,22.29,1.05,3.493,29.05,5984.3,3.14,0.0068,15.38,142.0,11.91,14.202,122.7,1
79.5,0.995,22.1,0.23,3.548,30.28,6041.8,2.6,0.0162,15.0,191.7,11.54,14.992,121.2,1
77.03,1.171,21.61,0.48,3.523,29.62,6047.3,3.7,0.0088,14.95,173.6,11.94,14.952,120.8,0
79.79,1.052,22.54,0.16,3.536,30.48,5983.4,2.3,0.0146,14.7,179.4,12.28,14.861,119.1,0
78.91,0.936,21.67,0.1,3.525,30.61,6140.7,1.84,0.0056,15.06,183.5,12.25,14.726,120.1,0
80.5,1.36,21.58,0.33,3.551,29.38,5914.0,1.39,0.0261,14.53,189.5,12.44,15.1,127.1,0
77.93,0.797,21.94,0.24,3.506,30.93,5971.6,2.22,0.0286,15.83,186.1,11.6,15.028,112.3,0
78.8,0.648,21.81,0.32,3.542,30.79,5995.5,2.26,0.0213,14.88,185.3,11.97,15.153,117.9,0
74.82,0.938,21.5,0.28,3.526,29.49,6238.3,1.72,0.0584,14.46,182.3,11.67,15.104,123.1,0
79.06,0.727,22.13,0.09,3.434,29.69,6074.1,1.87,0.0173,14.68,189.3,11.82,15.158,119.0,0
82.04,0.533,21.79,0.44,3.555,30.97,5903.4,1.86,0.0173,14.83,184.8,14.61,14.508,116.6,1
78.52,0.19,21.92,0.81,3.54,27.68,6019.4,2.13,0.0157,14.76,181.5,12.14,15.041,120.9,0
76.94,0.762,22.06,0.1,3.486,30.72,6097.3,2.82,0.0059,14.79,184.3,11.45,15.0,118.3,0
75.59,1.024,21.38,0.12,3.477,29.38,6048.2,3.29,0.003,15.77,188.5,12.16,15.052,122.3,0
77.41,0.847,20.98,0.89,3.56,30.24,5920.0,2.07,0.0018,15.19,185.9,12.1,15.102,123.8,0
72.84,2.787,21.48,2.61,3.566,30.35,6029.7,2.61,0.0137,14.95,186.5,11.54,14.786,120.5,1
76.95,0.908,22.27,0.5,3.482,29.87,6097.7,2.23,0.0151,14.56,177.3,11.08,15.099,120.6,0
78.73,0.81,21.24,0.17,3.555,28.18,5876.0,6.93,0.0506,15.21,154.6,11.32,14.366,121.4,1
72.63,2.127,21.45,0.22,3.406,30.21,5931.8,1.98,0.0067,14.96,179.4,14.4,14.357,115.9,1
75.94,0.75,21.95,0.55,3.524,29.07,5929.2,1.81,0.0391,14.49,192.3,12.32,15.029,122.6,0
75.82,1.306,22.06,0.51,3.403,29.14,6166.1,2.4,0.0169,16.01,179.3,11.39,15.089,111.0,0
78.9,1.067,22.6,0.54,3.531,30.45,5939.5,2.74,0.0269,14.11,182.7,11.97,14.79,118.6,0
78.99,1.291,21.94,0.23,3.557,30.02,5960.6,3.14,0.0288,15.25,176.2,11.46,14.89,118.0,0
77.06,1.055,21.12,0.09,3.503,30.34,5890.7,2.79,0.0224,14.53,177.8,11.99,14.937,117.8,0
77.76,1.061,22.44,0.38,3.493,28.91,5950.6,2.4,0.0116,14.67,186.8,11.88,15.026,120.0,0
81.38,0.895,22.22,0.54,3.539,29.92,5817.7,0.97,0.01,14.76,183.4,11.22,15.01,118.9,1
79.53,0.862,21.87,0.37,3.485,32.65,6008.4,1.51,0.0024,14.99,179.3,11.98,14.989,118.7,0
78.53,1.028,22.15,0.55,3.504,30.13,5981.5,2.73,0.0073,15.22,188.7,11.8,14.998,120.1,0
76.45,0.79,22.09,0.2,3.514,29.7,6067.5,2.5,0.0186,14.35,186.1,11.65,14.913,124.0,0
78.19,0.533,22.51,3.81,3.511,28.96,6137.6,6.05,0.0255,14.14,180.6,11.75,15.008,117.0,1
77.29,1.918,22.28,0.32,3.532,30.42,6012.0,5.29,0.0434,14.94,148.4,13.84,14.879,120.5,1
76.1,1.232,21.12,0.41,3.434,27.95,5960.2,1.82,0.0322,14.75,180.9,11.6,15.075,116.9,0
80.95,0.628,22.18,0.13,3.469,29.6,5947.8,2.66,0.013,15.39,177.5,12.27,14.992,119.5,0
78.04,2.88,21.1,0.78,3.333,29.87,5924.4,3.41,0.0357,14.91,177.6,14.81,14.404,117.5,1
77.03,1.512,22.35,0.5,3.468,29.1,6065.7,3.1,0.0088,14.84,178.2,11.47,14.984,122.8,0
79.15,1.39,22.19,0.06,3.487,29.34,6057.7,2.55,0.0056,15.47,182.4,11.4,14.94,120.4,0
78.07,1.509,21.71,0.24,3.477,30.94,6090.1,1.54,0.0122,15.04,172.9,11.81,15.096,120.2,0
72.21,2.581,21.69,0.05,3.472,31.15,5824.7,3.28,0.0102,14.71,173.1,14.2,14.915,119.7,1
78.51,2.42,21.87,0.69,3.434,29.56,6093.7,1.88,0.0007,15.25,176.3,15.79,14.638,121.2,1
78.79,1.05,22.07,0.48,3.408,29.53,5951.7,2.5,0.0086,15.05,180.0,11.68,15.006,121.9,0
77.5,0.823,22.13,0.44,3.562,30.21,5923.9,1.69,0.0091,15.18,177.7,12.47,14.918,116.5,0
76.77,1.222,22.44,0.41,3.573,29.97,6002.3,2.21,0.005,14.65,183.2,11.47,14.998,119.0,0
75.44,1.013,22.04,0.16,3.469,30.75,5978.8,2.64,0.0327,15.05,173.0,11.0,14.891,123.0,0
82.55,1.059,20.94,0.41,3.491,29.11,5901.4,6.5,0.0202,14.46,183.1,11.85,14.367,118.5,0
76.67,0.586,22.06,0.32,3.519,30.37,6131.3,1.43,0.0065,15.2,183.2,12.05,14.869,119.4,0
79.76,1.113,22.16,0.55,3.528,30.24,6003.9,2.19,0.022,14.55,191.4,11.24,14.937,121.2,0
77.53,0.962,22.3,0.15,3.549,29.02,5998.4,1.96,0.0068,13.98,183.7,11.75,14.945,119.1,0
77.15,0.339,21.65,0.29,3.523,29.71,5994.8,2.59,0.0093,15.51,175.3,11.9,14.932,118.1,0
78.55,1.335,21.43,0.03,3.553,26.84,6029.0,1.98,0.0169,15.85,179.4,10.85,15.016,119.0,0
76.85,1.131,21.96,0.17,3.512,29.46,6032.3,2.51,0.0242,14.8,172.9,12.31,15.017,120.2,0
82.4,0.657,21.85,0.14,3.36,31.42,6141.1,5.58,0.007,15.31,185.9,11.29,15.069,118.5,1
76.22,0.362,22.28,0.89,3.488,31.12,5774.9,1.83,0.0284,14.75,181.9,11.74,15.272,116.4,0
79.04,0.698,22.22,0.21,3.475,29.08,6049.9,3.03,0.0087,14.97,174.8,12.02,15.329,117.6,0
75.71,1.066,22.08,0.48,3.443,29.36,5922.4,3.07,0.016,15.25,181.9,11.72,15.055,123.3,0
78.57,0.367,21.97,0.41,3.52,30.22,6018.7,1.87,0.0167,14.31,188.2,11.3,14.859,119.7,0
77.92,1.676,21.74,0.35,3.501,28.95,5850.0,2.44,0.035,15.1,188.9,12.99,14.882,119.4,0
77.52,0.622,22.34,0.06,3.498,32.23,6189.8,1.42,0.0036,14.95,193.1,11.7,14.964,123.9,0
79.28,1.231,22.02,0.27,3.474,29.73,6166.1,2.47,0.0007,14.99,185.5,12.08,14.894,121.8,0
77.15,0.461,22.76,0.63,3.51,31.19,5829.0,2.15,0.0007,14.89,181.9,11.99,14.981,122.0,0
79.07,0.731,21.71,0.12,3.521,31.32,6115.2,2.64,0.0035,15.34,179.5,12.34,15.055,123.3,1
76.7,0.873,21.96,0.54,3.524,29.08,5996.0,2.46,0.0049,14.95,188.8,11.23,14.933,117.9,0
77.38,0.739,21.87,0.09,3.538,30.75,5740.8,3.28,0.0208,14.95,187.6,12.13,15.055,117.8,0
75.8,0.841,22.08,0.49,3.544,28.84,6071.3,1.79,0.0135,14.96,183.7,12.24,14.845,119.2,0
78.85,1.133,21.8,0.57,3.501,31.46,6018.4,1.49,0.004,15.39,180.8,11.61,15.154,117.8,0
77.22,0.561,21.95,0.71,3.365,29.59,6057.5,3.26,0.0004,14.96,183.1,14.49,14.284,123.9,1
79.78,2.727,21.89,0.31,3.718,31.25,6004.2,5.34,0.0433,15.89,137.2,12.03,14.971,119.9,1
78.08,1.984,21.74,3.08,3.453,30.14,5995.7,2.22,0.0021,14.97,184.4,11.65,15.433,120.4,1
78.96,0.502,22.18,0.39,3.433,28.44,5969.9,1.58,0.0192,15.36,180.4,11.62,14.891,122.6,0
78.19,0.596,22.53,0.5,3.48,28.89,6009.6,2.69,0.0004,15.07,181.3,11.52,15.211,118.1,0
76.27,1.225,22.15,0.71,3.519,31.47,6036.0,2.38,0.0137,15.14,189.8,11.72,14.89,120.6,0
75.76,1.141,21.64,0.86,3.486,29.78,6031.0,2.14,0.0018,14.89,174.5,12.37,15.009,120.3,0
81.33,1.218,22.08,3.33,3.464,30.18,5852.9,2.41,0.0086,14.78,180.6,12.37,15.037,122.8,0
76.82,0.59,21.99,0.01,3.442,29.68,5919.8,2.88,0.0339,16.09,190.8,11.53,15.002,118.6,0
76.69,0.762,22.46,0.35,3.584,32.44,5792.2,1.89,0.0001,15.73,182.1,11.5,14.819,119.7,0
77.74,0.734,22.62,2.05,3.699,28.92,5918.3,1.98,0.0116,15.51,190.0,11.21,14.262,119.3,1
80.24,1.072,21.59,3.03,3.476,29.59,5862.4,1.96,0.0052,14.28,159.2,12.67,14.449,119.7,1
80.08,0.683,21.72,0.17,3.558,30.91,5883.5,2.66,0.015,14.63,183.0,11.54,15.111,122.7,0
80.53,0.85,21.85,0.71,3.49,29.27,5990.0,2.21,0.0183,15.52,190.4,12.22,15.033,120.0,0
78.62,1.407,22.03,1.0,3.416,30.95,5868.1,1.69,0.0027,15.21,168.2,11.28,14.999,118.6,0
80.44,0.896,21.94,0.46,3.494,28.99,5863.5,2.26,0.016,14.65,172.0,11.93,15.104,122.2,0
79.43,0.758,21.42,0.33,3.489,30.33,5861.0,1.18,0.0024,14.77,184.7,11.66,15.068,122.2,0
77.92,0.858,21.92,0.21,3.49,29.67,5825.1,2.88,0.0123,15.44,177.2,11.22,14.93,113.6,1
75.64,0.626,21.83,0.34,3.475,31.25,5931.5,2.24,0.012,15.49,177.8,11.81,14.926,119.5,0
76.72,0.847,22.8,0.09,3.531,29.7,6008.4,1.91,0.0187,14.87,175.4,11.87,14.732,117.3,0
79.97,0.443,21.9,0.51,3.484,29.92,6248.4,3.28,0.0056,14.98,185.3,11.46,15.184,121.1,0
77.73,0.718,22.49,0.28,3.528,29.4,5962.7,2.24,0.0004,15.07,184.1,12.06,15.139,122.8,0
79.64,1.039,22.06,0.33,3.492,31.29,6119.3,2.08,0.0114,14.71,185.0,11.79,15.073,117.9,0
76.63,2.472,22.05,3.97,3.312,29.58,6064.4,2.24,0.0009,15.25,162.4,12.32,15.12,123.0,1
75.62,1.179,21.91,0.04,3.538,29.68,6001.0,1.25,0.0295,15.09,177.4,11.41,15.268,120.4,0
79.32,0.558,22.22,0.14,3.483,28.76,6194.0,2.52,0.0315,14.97,185.3,11.56,15.189,120.8,0
81.52,0.74,22.1,0.1,3.523,29.09,6048.1,2.04,0.0165,15.45,190.2,12.01,14.874,119.8,0
77.98,0.92,22.69,0.1,3.444,29.46,5946.3,2.42,0.0134,15.04,195.6,11.19,15.068,118.4,0
79.59,0.966,21.66,1.3,3.547,30.61,6014.8,2.12,0.0222,14.99,181.4,11.41,15.025,123.7,0
76.75,0.793,21.59,0.7,3.476,31.68,6249.8,1.86,0.0261,15.52,178.5,11.85,14.998,119.4,0
77.86,1.045,21.99,0.56,3.505,29.97,5988.8,2.33,0.0002,15.2,187.9,11.63,15.102,121.0,0
77.46,0.719,21.45,0.42,3.528,28.03,6012.7,2.22,0.0129,15.19,174.3,12.02,15.039,118.2,0
76.36,0.744,22.15,0.17,3.508,28.18,5927.1,1.92,0.0087,14.9,179.9,12.25,15.036,120.3,0
78.97,0.703,22.96,0.37,3.567,31.77,5968.8,2.58,0.0251,14.69,179.8,12.45,15.084,122.0,0
77.36,0.962,22.43,0.9,3.513,30.42,6058.1,2.55,0.0171,15.13,187.1,10.49,15.276,120.7,0
78.49,1.365,21.85,0.44,3.434,30.05,5907.7,3.01,0.0199,15.3,182.7,12.8,15.222,118.6,1
76.76,1.264,22.19,0.89,3.538,30.11,6211.7,2.28,0.0276,14.92,183.7,11.76,14.715,119.8,0
78.36,0.759,21.88,0.69,3.42,29.7,5880.2,2.35,0.0357,15.93,178.0,11.99,15.204,121.4,0
76.37,0.801,22.34,0.8,3.477,29.8,5966.7,1.45,0.0269,14.69,184.8,11.98,14.948,121.8,0
80.14,0.396,22.12,0.09,3.516,29.71,5973.0,2.1,0.0163,15.32,182.6,11.74,15.255,116.1,0
77.69,1.115,21.74,0.51,3.491,31.41,6041.4,3.14,0.047,14.8,182.3,11.53,14.918,116.8,0
79.24,0.747,22.04,1.02,3.442,30.79,5754.7,2.28,0.0116,15.32,185.4,11.72,14.954,122.8,0
78.59,1.123,22.45,0.41,3.552,30.78,6048.4,2.33,0.0218,15.03,179.6,12.07,15.011,117.3,1
77.86,0.671,22.44,0.04,3.456,29.54,6056.8,2.19,0.0175,16.19,183.0,12.66,15.008,116.7,0
79.9,0.425,21.46,0.39,3.466,29.81,6033.3,1.61,0.0132,14.62,183.5,11.87,15.208,119.5,0
80.02,0.515,22.33,0.29,3.47,31.43,6079.2,2.84,0.028,14.83,181.4,12.13,15.041,118.7,0
77.76,2.624,21.82,0.41,3.539,30.7,6061.1,2.36,0.0073,14.51,152.7,14.23,15.067,123.1,1
77.83,0.921,21.42,0.29,3.475,28.69,5890.1,0.46,0.002,14.46,176.2,11.93,14.953,116.5,0
79.35,1.907,22.54,0.63,3.51,30.19,5984.2,2.21,0.0112,15.2,172.6,14.66,14.431,120.6,1
77.61,1.119,21.64,0.71,3.525,30.78,5882.3,3.15,0.0178,14.74,178.3,11.8,14.828,121.3,0
76.45,0.898,22.27,0.65,3.465,29.49,6080.7,2.65,0.0217,14.2,178.7,11.93,15.113,120.4,0
75.18,2.837,21.67,0.43,3.332,29.97,6116.8,2.9,0.0304,14.7,152.8,14.64,15.091,120.9,1
76.54,0.802,21.87,0.54,3.544,30.76,6078.5,1.58,0.0042,15.31,178.6,10.85,15.03,118.1,0
78.94,0.556,21.97,0.69,3.505,27.62,5889.6,2.68,0.0003,15.11,189.4,12.12,14.959,119.5,0
75.72,1.391,21.9,0.86,3.579,31.34,5987.7,2.01,0.0103,15.36,180.0,11.47,14.944,121.9,0
78.32,0.982,22.14,0.22,3.493,29.19,5991.7,2.48,0.0092,15.17,183.3,11.52,14.805,123.4,0
77.27,0.738,21.56,0.33,3.425,29.24,5988.2,1.07,0.0196,14.62,179.3,11.45,14.938,121.2,0
77.66,2.773,21.88,0.24,3.536,29.56,5994.4,1.55,0.0202,15.84,181.7,15.72,14.485,121.1,1
79.45,0.722,22.08,0.61,3.469,29.26,6050.1,1.61,0.0123,14.86,181.3,10.86,14.887,116.2,0
77.63,0.643,21.8,0.58,3.497,31.62,6059.8,2.14,0.0025,16.09,189.1,11.29,15.174,119.6,0
77.3,1.131,22.85,0.47,3.472,28.05,6044.4,1.82,0.0231,15.0,180.5,11.45,14.789,120.2,0
80.24,0.541,22.5,0.13,3.499,27.7,6149.6,2.81,0.0223,15.44,178.9,11.94,14.94,125.6,0
73.43,1.061,22.28,0.67,3.491,29.26,6036.4,2.67,0.0269,15.21,187.8,12.31,14.883,123.0,0
75.3,1.332,21.37,0.52,3.489,29.82,5927.2,2.62,0.0338,15.36,186.3,11.87,15.161,119.3,0
78.53,0.898,22.29,0.32,3.526,30.7,6029.1,3.05,0.0221,14.6,178.5,11.73,14.793,117.4,0
76.49,0.557,22.54,0.24,3.495,29.72,6191.1,1.28,0.0127,14.8,180.1,12.25,15.086,120.3,0
77.04,1.153,22.22,0.96,3.532,30.3,6163.5,2.43,0.0198,15.6,183.4,12.33,15.121,118.2,0
72.71,1.024,22.18,3.79,3.569,29.81,6181.7,1.15,0.0056,14.87,163.0,12.49,15.523,120.1,1
81.84,1.353,22.12,0.42,3.576,28.96,6137.0,1.98,0.0193,14.72,170.8,12.4,15.132,119.2,0
78.25,1.44,22.04,0.34,3.534,29.17,6134.3,2.04,0.005,15.04,183.3,11.53,15.158,119.3,0
79.26,1.517,22.3,0.66,3.572,29.08,5806.5,2.98,0.0123,14.85,186.0,11.71,15.198,118.7,0
83.47,0.431,22.08,0.0,3.524,31.35,5999.0,7.22,0.0256,15.05,188.2,13.32,15.05,121.8,1
79.56,0.576,22.41,0.21,3.498,29.43,6043.1,1.98,0.023,14.22,174.5,11.77,15.136,125.0,0
80.26,0.53,21.58,0.12,3.497,29.47,6075.4,1.99,0.0315,15.43,192.7,12.4,14.948,118.5,0
79.36,1.491,22.11,0.66,3.558,27.99,5905.3,1.37,0.004,14.78,184.8,12.37,14.988,119.8,0
77.86,0.298,21.38,0.36,3.527,28.46,5864.0,1.67,0.0033,14.99,184.6,11.48,14.975,123.3,0
78.47,0.203,21.7,0.46,3.531,29.65,6189.5,1.65,0.0234,14.58,181.5,11.21,15.046,117.6,0
77.21,2.129,21.25,3.9,3.65,30.81,5874.4,2.6,0.0079,14.85,149.9,12.63,15.033,120.6,1
77.73,0.928,22.38,0.6,3.486,31.24,5987.3,1.83,0.0029,15.27,188.7,11.65,14.918,117.9,0
81.39,0.799,21.61,2.67,3.457,28.62,5842.1,5.54,0.0037,14.72,181.2,14.82,15.09,116.3,1
76.09,1.438,22.71,0.55,3.47,31.5,5977.6,2.23,0.0177,14.87,176.4,11.77,14.799,121.5,0
77.1,0.472,22.36,3.17,3.638,30.06,6199.3,2.97,0.0311,14.87,179.1,11.45,14.994,119.8,1
77.95,0.887,21.75,1.05,3.514,29.56,6127.4,1.51,0.0236,15.12,182.1,11.64,15.023,122.2,0
77.98,0.691,21.89,0.63,3.479,29.44,5838.3,2.16,0.0006,14.36,182.7,12.42,14.969,118.7,0
76.5,1.061,22.47,0.14,3.473,30.22,6092.9,2.66,0.0035,15.37,176.9,11.93,14.886,115.3,0
76.78,0.989,22.53,0.51,3.575,28.8,5826.6,1.52,0.0022,15.47,182.7,11.32,14.986,122.0,0
76.65,0.896,21.34,0.1,3.458,30.37,5994.7,3.32,0.033,15.12,182.3,12.3,14.881,121.4,1
80.98,0.985,21.67,0.53,3.484,31.01,6016.0,2.45,0.0092,15.41,184.3,12.64,15.149,121.2,0
80.8,1.069,21.95,0.13,3.474,30.67,5910.7,2.18,0.0039,15.3,182.5,13.23,15.055,116.5,0
81.18,0.71,22.14,0.28,3.402,31.51,5819.0,1.22,0.0016,14.94,185.7,11.7,15.463,121.8,0
77.75,0.351,21.42,0.14,3.473,30.8,6161.6,8.99,0.0212,14.7,154.5,10.86,15.051,120.0,1
76.84,1.016,21.85,0.71,3.542,29.45,6010.9,1.59,0.0002,15.0,180.5,11.0,14.848,122.0,0
77.19,0.85,21.5,0.08,3.491,29.07,5910.3,2.88,0.0173,15.35,179.0,11.53,15.045,121.6,0
77.14,0.813,21.71,0.51,3.532,30.09,5911.3,2.25,0.0121,14.95,184.1,12.12,14.949,121.4,0
79.69,0.969,21.72,0.47,3.428,29.39,5995.9,3.18,0.0121,15.0,172.4,12.08,15.004,119.8,0
80.76,1.318,21.99,0.05,3.525,29.64,5827.3,2.18,0.0328,13.94,173.9,11.61,14.926,115.3,0
79.13,0.642,22.14,0.47,3.511,30.92,5922.6,2.19,0.0152,15.37,185.6,12.81,15.203,119.2,0
78.52,1.305,21.51,4.21,3.46,28.83,5837.4,5.86,0.0155,15.46,175.4,11.18,14.814,119.4,1
78.72,0.875,21.35,0.52,3.522,31.12,6050.7,2.1,0.0046,15.48,184.1,11.74,15.159,117.3,0
78.53,0.873,21.98,0.7,3.496,31.56,6073.5,2.16,0.008,14.9,178.3,11.5,14.776,121.1,0
79.32,0.488,22.12,0.46,3.482,31.04,6018.3,2.45,0.0274,15.33,185.2,12.0,14.915,123.1,0
79.26,0.822,22.14,0.43,3.498,30.13,5952.0,2.29,0.01,14.18,174.2,11.1,14.862,121.9,0
77.35,1.178,22.23,0.13,3.5,29.15,6101.8,2.16,0.0068,14.36,184.7,12.41,15.179,124.6,0
77.73,0.985,21.94,0.52,3.452,28.9,6099.8,2.58,0.0244,15.38,176.7,12.28,14.98,119.0,0
79.25,0.506,21.79,0.37,3.489,29.54,5992.4,1.59,0.0235,15.58,184.6,11.67,15.189,122.3,0
79.25,1.36,22.27,0.07,3.483,30.38,5833.3,2.05,0.0359,15.02,179.9,11.0,15.155,120.2,0
75.64,0.376,21.69,0.14,3.503,28.74,5820.0,2.46,0.0027,15.08,189.1,11.62,15.081,119.0,0
79.87,1.293,21.11,0.15,3.523,30.73,5978.4,2.57,0.0012,14.88,179.3,11.26,15.154,118.4,0
81.23,0.634,22.39,0.43,3.498,30.23,6058.1,7.21,0.0016,15.42,166.0,12.13,15.364,120.4,0
76.39,2.411,21.56,0.83,3.284,31.26,5730.8,1.94,0.0386,15.29,177.6,12.43,14.372,118.2,1
77.73,1.158,21.62,0.64,3.502,30.39,5915.5,2.23,0.0432,15.46,185.1,12.39,15.014,120.3,0
78.74,1.299,21.98,0.66,3.498,30.02,6072.9,2.1,0.0162,15.56,185.5,12.2,15.092,119.3,0
77.82,1.054,22.21,0.32,3.514,29.9,5864.5,1.49,0.0285,14.86,185.1,11.53,14.9,123.2,0
78.09,0.553,22.32,0.4,3.459,30.3,5888.3,1.77,0.0227,15.34,189.5,12.37,14.945,122.1,0
83.1,0.883,21.99,0.43,3.451,30.55,6095.7,5.7,0.0111,14.58,181.5,13.32,14.3,121.4,1
76.72,1.247,22.56,0.7,3.522,31.21,5890.4,1.99,0.0262,15.26,136.1,11.51,14.933,118.3,0
74.99,1.186,21.82,0.33,3.518,29.99,5939.9,1.68,0.0156,14.99,185.6,11.44,14.927,118.2,0
80.33,1.212,21.64,0.02,3.52,30.12,6191.6,2.36,0.0033,15.36,180.7,11.48,14.998,121.3,0
